month,day,hour,wind speed,irradiance,temp,humidity
1,10,7,3.299999952,0,2.799999952,102
1,10,8,5.800000191,0,2.900000095,102
1,10,9,5.400000095,1,2.900000095,102
1,10,10,4.699999809,6,2.799999952,102
1,10,11,4,8,2.700000048,102
1,10,12,4.099999905,25,2.799999952,102
1,10,13,2.400000095,88,3.299999952,101
1,10,14,2,67,5.5,99
1,10,15,2.200000048,27,4.599999905,100
1,10,16,3.400000095,6,3.5,100
1,10,17,3.599999905,0,3.400000095,101
1,10,18,2.799999952,0,3.799999952,100
1,10,19,3.200000048,0,4,100
1,10,20,4.5,0,4,100
1,10,21,4.099999905,0,4.199999809,101
1,10,22,3.799999952,0,4.900000095,101
1,10,23,2.400000095,0,5.199999809,101
1,11,0,2.700000048,0,5.300000191,101
1,11,1,3.599999905,0,5.199999809,101
1,11,2,3.5,0,5.199999809,101
1,11,3,6.699999809,0,5.099999905,100
1,11,4,4.599999905,0,4.800000191,100
1,11,5,4.199999809,0,4.699999809,101
1,11,6,6.599999905,0,5,101
1,11,7,5.400000095,0,5.199999809,101
1,11,8,8,0,5.199999809,101
1,11,9,6.199999809,0,5.599999905,102
1,11,10,3.5,7,6.199999809,100
1,11,11,4,48,6.300000191,93
1,11,12,3.5,117,6,89
1,11,13,1.799999952,76,7.099999905,79
1,11,14,3.099999905,54,5.699999809,87
1,11,15,1.399999976,50,5.699999809,85
1,11,16,3.700000048,2,6.199999809,80
1,11,17,3.599999905,0,5,89
1,11,18,3.799999952,0,5.400000095,82
1,11,19,3.900000095,0,5.199999809,89
1,11,20,3.700000048,0,5,88
1,11,21,4.800000191,0,4,90
1,11,22,5,2,4.699999809,84
1,11,23,2,0,4.800000191,85
1,12,0,3.400000095,0,5,81
1,12,1,3.299999952,0,4.5,83
1,12,2,3.299999952,0,4.300000191,89
1,12,3,2.700000048,0,4.199999809,86
1,12,4,4.400000095,0,5,76
1,12,5,3.900000095,0,4.199999809,80
1,12,6,2.900000095,0,5.199999809,75
1,12,7,4.599999905,0,4.800000191,75
1,12,8,3.5,0,3.799999952,81
1,12,9,2.5,2,3.700000048,86
1,12,10,3.099999905,33,4.400000095,76
1,12,11,3.200000048,43,3.200000048,79
1,12,12,4.400000095,77,5,75
1,12,13,3.400000095,189,3.700000048,77
1,12,14,4.099999905,31,5,76
1,12,15,4,23,3.799999952,80
1,12,16,2,7,4.5,76
1,12,17,2.299999952,0,4.300000191,73
1,12,18,2.900000095,0,4.699999809,74
1,12,19,1.399999976,0,3.5,74
1,12,20,1.600000024,0,3.799999952,80
1,12,21,1.399999976,0,3.799999952,78
1,12,22,0.5,0,3.099999905,81
1,12,23,1.200000048,0,2.599999905,86
1,13,0,0,0,2.299999952,90
1,13,1,0.100000001,0,2.099999905,90
1,13,2,0.699999988,0,1.600000024,92
1,13,3,0.699999988,0,1.5,96
1,13,4,0,0,1.200000048,95
1,13,5,0,0,1.100000024,94
1,13,6,0.100000001,0,-0.200000003,96
1,13,7,0,0,-0.300000012,96
1,13,8,0,0,0.699999988,97
1,13,9,0.100000001,11,1,97
1,13,10,0.100000001,86,3.099999905,93
1,13,11,0,144,5,89
1,13,12,0.800000012,191,6.199999809,66
1,13,13,1.799999952,108,5.199999809,58
1,13,14,2,64,4.800000191,67
1,13,15,4.199999809,86,4,69
1,13,16,2.099999905,5,3.599999905,74
1,13,17,2.299999952,0,3.799999952,73
1,13,18,4.099999905,0,3,82
1,13,19,4.300000191,0,2.099999905,94
1,13,20,5.199999809,0,1.899999976,96
1,13,21,3.900000095,0,1.5,98
1,13,22,0.100000001,0,1.799999952,97
1,13,23,0.600000024,0,1.799999952,97
1,14,0,0.5,0,1.399999976,98
1,14,1,0.400000006,0,0.800000012,98
1,14,2,0.800000012,0,1.299999952,100
1,14,3,2.400000095,0,2,99
1,14,4,2.400000095,0,3.099999905,87
1,14,5,4,0,3.099999905,71
1,14,6,1.600000024,0,2.200000048,72
1,14,7,2.5,0,1.700000048,71
1,14,8,1.399999976,0,1.799999952,77
1,14,9,1.100000024,3,0.899999976,89
1,14,10,0.699999988,60,1.299999952,91
1,14,11,1.100000024,38,1.899999976,87
1,14,12,1.100000024,77,3.900000095,76
1,14,13,1,36,2.900000095,78
1,14,14,2.599999905,17,2.900000095,75
1,14,15,2,50,2.599999905,83
1,14,16,1,6,2.599999905,71
1,14,17,2,0,2.799999952,70
1,14,18,3,0,2.900000095,72
1,14,19,2.400000095,0,2.099999905,70
1,14,20,2.400000095,0,1.5,76
1,14,21,2.5,0,1.399999976,79
1,14,22,0.899999976,0,0.600000024,85
1,14,23,0.699999988,0,0.100000001,90
1,15,0,0.899999976,0,0.300000012,89
1,15,1,1.700000048,0,0.400000006,81
1,15,2,1.100000024,0,0.600000024,78
1,15,3,1.299999952,0,0.600000024,80
1,15,4,0.899999976,0,0.5,79
1,15,5,1,0,0.200000003,79
1,15,6,1.5,0,0.200000003,75
1,15,7,0.300000012,0,-0.800000012,75
1,15,8,0.100000001,0,-1.399999976,78
1,15,9,0.200000003,23,-1,79
1,15,10,0.100000001,98,2.200000048,68
1,15,11,0.300000012,160,3.599999905,65
1,15,12,1,198,4.400000095,56
1,15,13,0.800000012,193,4.5,53
1,15,14,1.399999976,152,4.099999905,53
1,15,15,0.600000024,80,3.900000095,52
1,15,16,0.300000012,9,2.299999952,57
1,15,17,0.100000001,0,0.300000012,67
1,15,18,0,0,-1,73
1,15,19,0.100000001,0,-1.100000024,75
1,15,20,0.300000012,0,-1.600000024,77
1,15,21,0,0,-2.200000048,78
1,15,22,0,0,-3.599999905,81
1,15,23,0,0,-3.599999905,85
1,16,0,0,0,-4.199999809,86
1,16,1,0,0,-4.900000095,87
1,16,2,0,0,-5.5,88
1,16,3,0,0,-5.5,87
1,16,4,0,0,-5.5,88
1,16,5,0,0,-5.800000191,89
1,16,6,0.100000001,0,-5.900000095,90
1,16,7,0,0,-6.099999905,89
1,16,8,0,0,-5.599999905,90
1,16,9,0,76,-4.400000095,89
1,16,10,0,219,0.5,79
1,16,11,0.100000001,296,1.200000048,74
1,16,12,0.600000024,316,2.400000095,69
1,16,13,1.700000048,248,2.700000048,65
1,16,14,0.899999976,172,2.900000095,62
1,16,15,0.300000012,84,2.900000095,60
1,16,16,0.400000006,12,1.799999952,63
1,16,17,0.200000003,0,-0.300000012,74
1,16,18,0.400000006,0,-0.699999988,76
1,16,19,0,0,-1.5,76
1,16,20,0,0,-2.200000048,80
1,16,21,0,0,-3,80
1,16,22,0,0,-3.400000095,84
1,16,23,0,0,-3.5,84
1,17,0,0,0,-4.099999905,83
1,17,1,0,0,-5.099999905,83
1,17,2,0,0,-5.300000191,85
1,17,3,0,0,-4.599999905,86
1,17,4,0,0,-5.099999905,86
1,17,5,0,0,-4.400000095,88
1,17,6,1.5,0,-2.5,92
1,17,7,0,0,-1.600000024,91
1,17,8,0.600000024,0,-1.299999952,93
1,17,9,1.399999976,9,-0.600000024,91
1,17,10,0.800000012,43,0.200000003,88
1,17,11,0.600000024,64,1.299999952,89
1,17,12,0.400000006,81,2.299999952,89
1,17,13,1,92,3.400000095,82
1,17,14,0.899999976,100,3.900000095,71
1,17,15,1.700000048,40,3.599999905,73
1,17,16,1.700000048,8,3.299999952,77
1,17,17,1.299999952,0,3.200000048,77
1,17,18,1.399999976,0,3.099999905,78
1,17,19,1.200000048,0,3.200000048,81
1,17,20,1.399999976,0,3.400000095,82
1,17,21,0.899999976,0,3.5,84
1,17,22,1.5,0,3.5,87
1,17,23,1.299999952,0,3.5,87
1,18,0,1.399999976,0,3.299999952,85
1,18,1,2.5,0,3.299999952,80
1,18,2,1.5,0,3.599999905,81
1,18,3,2.700000048,0,3.700000048,83
1,18,4,1.5,0,3.900000095,83
1,18,5,1,0,4,85
1,18,6,1.100000024,0,4.099999905,87
1,18,7,1.799999952,0,4,88
1,18,8,1.399999976,0,4.099999905,88
1,18,9,3,13,4.400000095,86
1,18,10,2.200000048,42,4.800000191,86
1,18,11,2,46,4.699999809,89
1,18,12,2.200000048,60,4.900000095,90
1,18,13,2.200000048,53,5.099999905,87
1,18,14,1.899999976,35,4.900000095,87
1,18,15,1.200000048,19,4.699999809,88
1,18,16,2,4,4.5,91
1,18,17,1.299999952,0,4.599999905,92
1,18,18,1.100000024,0,4.599999905,94
1,18,19,1.299999952,0,4.5,97
1,18,20,1.600000024,0,4.400000095,99
1,18,21,1.700000048,0,4.599999905,100
1,18,22,1.200000048,0,4.599999905,100
1,18,23,1,0,4.300000191,101
1,19,0,1.799999952,0,4.599999905,101
1,19,1,1.5,0,4.900000095,101
1,19,2,0.5,0,4.800000191,101
1,19,3,0.800000012,0,5.099999905,102
1,19,4,1.299999952,0,5.300000191,102
1,19,5,1,0,5.300000191,102
1,19,6,1.399999976,0,5.099999905,102
1,19,7,0.899999976,0,5.300000191,102
1,19,8,0.699999988,0,4.800000191,102
1,19,9,0.600000024,9,5,102
1,19,10,0.800000012,41,5.300000191,102
1,19,11,1.100000024,56,5,102
1,19,12,1.200000048,24,5.800000191,101
1,19,13,1.399999976,64,4.900000095,102
1,19,14,0.699999988,35,5.099999905,102
1,19,15,1.299999952,25,5.099999905,102
1,19,16,1.399999976,4,4.900000095,102
1,19,17,0.5,0,4.900000095,102
1,19,18,1,0,5,102
1,19,19,0.5,0,5.199999809,101
1,19,20,0.5,0,5.199999809,101
1,19,21,0.400000006,0,5.699999809,101
1,19,22,0.300000012,0,5.599999905,100
1,19,23,0.400000006,0,5.599999905,100
1,20,0,0.300000012,0,5.800000191,100
1,20,1,0.100000001,0,5.800000191,99
1,20,2,0.699999988,0,5.5,99
1,20,3,0.400000006,0,5.699999809,99
1,20,4,0.5,0,5.599999905,99
1,20,5,0.100000001,0,5.800000191,99
1,20,6,0.100000001,0,5.800000191,97
1,20,7,0.800000012,0,5.599999905,96
1,20,8,0.200000003,0,5.900000095,95
1,20,9,0.800000012,8,5.900000095,93
1,20,10,0.300000012,17,6.099999905,90
1,20,11,1.399999976,30,6.099999905,89
1,20,12,0.699999988,28,6,89
1,20,13,1.200000048,33,5.900000095,90
1,20,14,0.300000012,61,5.800000191,91
1,20,15,1.200000048,43,6,92
1,20,16,0.200000003,8,5.800000191,93
1,20,17,1.200000048,0,5.5,95
1,20,18,0.5,0,5.599999905,96
1,20,19,0.400000006,0,5.599999905,96
1,20,20,0.300000012,0,5.5,96
1,20,21,0.100000001,0,5.800000191,96
1,20,22,0.200000003,0,5.900000095,96
1,20,23,0.200000003,0,6.099999905,95
1,21,0,0.5,0,6.300000191,95
1,21,1,0.100000001,0,6.5,94
1,21,2,0.600000024,0,6.599999905,93
1,21,3,0,0,6.199999809,91
1,21,4,0,0,5.800000191,93
1,21,5,0,0,5.400000095,93
1,21,6,0,0,5.599999905,94
1,21,7,0.300000012,0,6.300000191,93
1,21,8,0.300000012,1,6.5,90
1,21,9,0.100000001,17,6.800000191,86
1,21,10,0.100000001,40,7.400000095,82
1,21,11,0.600000024,70,7.800000191,79
1,21,12,0.699999988,77,7.800000191,77
1,21,13,0.899999976,73,7.900000095,75
1,21,14,1.399999976,71,7.5,75
1,21,15,1.100000024,34,7.400000095,76
1,21,16,0.300000012,7,6.900000095,77
1,21,17,0.200000003,0,6.800000191,77
1,21,18,0.100000001,0,6.699999809,78
1,21,19,0,0,6.699999809,78
1,21,20,0.100000001,0,6.599999905,77
1,21,21,0,0,6.400000095,77
1,21,22,0,0,6.699999809,77
1,21,23,0,0,6.599999905,77
1,22,0,0,0,6.199999809,79
1,22,1,0,0,6.099999905,80
1,22,2,0,0,5.900000095,82
1,22,3,0,0,5.699999809,83
1,22,4,0,0,6,83
1,22,5,0.200000003,0,5.199999809,85
1,22,6,0.600000024,0,5,84
1,22,7,0.699999988,0,5.099999905,81
1,22,8,0.300000012,0,4.300000191,87
1,22,9,0.5,10,4,88
1,22,10,1,21,3.799999952,89
1,22,11,0.600000024,24,3.700000048,91
1,22,12,2,52,3.599999905,90
1,22,13,2.099999905,46,3.400000095,85
1,22,14,1.100000024,29,3.099999905,85
1,22,15,0.300000012,10,2.700000048,87
1,22,16,1.700000048,5,2.5,87
1,22,17,1.899999976,0,2.099999905,89
1,22,18,1,0,2,89
1,22,19,1.5,0,1.700000048,90
1,22,20,0.300000012,0,1.700000048,90
1,22,21,0.100000001,0,1.600000024,90
1,22,22,0.400000006,0,1.700000048,89
1,22,23,0,0,2.5,86
1,23,0,0,0,2.400000095,84
1,23,1,0.699999988,0,2.299999952,84
1,23,2,0.400000006,0,2.299999952,84
1,23,3,0.699999988,0,2.400000095,84
1,23,4,1.100000024,0,2.400000095,87
1,23,5,1,0,2.700000048,89
1,23,6,0.699999988,0,2.5,91
1,23,7,0.200000003,0,1.799999952,92
1,23,8,0.800000012,0,2,95
1,23,9,1.399999976,10,3.200000048,96
1,23,10,1.700000048,28,3.799999952,96
1,23,11,1.200000048,101,4.699999809,92
1,23,12,0.400000006,26,4.599999905,91
1,23,13,1.200000048,199,6.300000191,90
1,23,14,1,161,6.199999809,88
1,23,15,1.399999976,89,5.5,90
1,23,16,0.600000024,18,4.800000191,90
1,23,17,0.100000001,0,4,91
1,23,18,0.5,0,3.5,92
1,23,19,0.400000006,0,3,94
1,23,20,0.100000001,0,2.799999952,95
1,23,21,0,0,2.900000095,96
1,23,22,0.100000001,0,2.799999952,96
1,23,23,0.100000001,0,3.200000048,96
1,24,0,0,0,2.599999905,95
1,24,1,0,0,1.5,96
1,24,2,0,0,0.300000012,96
1,24,3,0,0,1.100000024,97
1,24,4,0,0,2.099999905,96
1,24,5,0.100000001,0,2.799999952,98
1,24,6,0,0,3.599999905,96
1,24,7,0,0,4,96
1,24,8,1.100000024,0,4.099999905,96
1,24,9,0.600000024,11,4.5,95
1,24,10,1,36,5,93
1,24,11,0.300000012,68,5.300000191,91
1,24,12,0.400000006,74,5.300000191,90
1,24,13,0.200000003,111,6,86
1,24,14,1.799999952,75,5.400000095,85
1,24,15,1,35,5.400000095,89
1,24,16,1.100000024,8,5,92
1,24,17,0.5,0,4.900000095,94
1,24,18,0.200000003,0,5.199999809,88
1,24,19,1.799999952,0,4.5,92
1,24,20,1.200000048,0,4.300000191,94
1,24,21,1,0,3.5,96
1,24,22,1.200000048,0,3.099999905,97
1,24,23,1.700000048,0,3,98
1,25,0,1.200000048,0,2.900000095,97
1,25,1,3.799999952,0,2.5,96
1,25,2,1.700000048,0,2.599999905,95
1,25,3,1.200000048,0,2.400000095,94
1,25,4,0.5,0,2.400000095,93
1,25,5,1.100000024,0,2.299999952,92
1,25,6,1,0,2.299999952,91
1,25,7,1.799999952,0,2.5,90
1,25,8,2.299999952,0,2.700000048,90
1,25,9,1.899999976,16,2.799999952,89
1,25,10,2.599999905,37,3,88
1,25,11,2.200000048,46,3.400000095,87
1,25,12,2.099999905,49,3.299999952,86
1,25,13,3.200000048,40,3,87
1,25,14,1.299999952,22,2.5,87
1,25,15,2.900000095,11,2.400000095,88
1,25,16,1,2,2,90
1,25,17,1.799999952,0,1.899999976,91
1,25,18,2.400000095,0,1.5,92
1,25,19,1,0,1.299999952,92
1,25,20,2.299999952,0,1.299999952,89
1,25,21,1.299999952,0,1,89
1,25,22,3.200000048,0,0,92
1,25,23,1.5,0,0.300000012,93
1,26,0,1.899999976,0,0.200000003,92
1,26,1,3.099999905,0,-0.100000001,93
1,26,2,2.700000048,0,-0.800000012,94
1,26,3,1.899999976,0,-1.399999976,97
1,26,4,2.700000048,0,-1.899999976,97
1,26,5,1.299999952,0,-2.099999905,98
1,26,6,1.200000048,0,-2.700000048,98
1,26,7,1.700000048,0,-2.799999952,100
1,26,8,2.400000095,1,-2.799999952,100
1,26,9,2.5,21,-2.799999952,101
1,26,10,1.5,50,-2.5,100
1,26,11,2.299999952,101,-2.099999905,101
1,26,12,2.299999952,222,0.200000003,99
1,26,13,2.5,178,1.299999952,95
1,26,14,4.099999905,72,-0.100000001,95
1,26,15,2.900000095,38,-0.200000003,95
1,26,16,2.599999905,8,0.100000001,94
1,26,17,3.700000048,0,0.5,93
1,26,18,2.799999952,0,0.300000012,92
1,26,19,3.400000095,0,0.200000003,92
1,26,20,1.299999952,0,-0.200000003,94
1,26,21,1.200000048,0,-0.400000006,95
1,26,22,1.600000024,0,-0.200000003,96
1,26,23,2.299999952,0,-0.200000003,96
1,27,0,2.200000048,0,-0.300000012,94
1,27,1,1.899999976,0,-0.5,93
1,27,2,1.299999952,0,-0.600000024,93
1,27,3,1.799999952,0,-0.600000024,93
1,27,4,2.299999952,0,-0.600000024,94
1,27,5,1,0,-0.699999988,95
1,27,6,2.5,0,-0.699999988,96
1,27,7,4,0,-0.600000024,97
1,27,8,4.400000095,2,-0.600000024,97
1,27,9,4,66,-0.300000012,95
1,27,10,5.300000191,144,0.5,90
1,27,11,6.199999809,207,1.399999976,75
1,27,12,3.299999952,235,1.799999952,73
1,27,13,4.699999809,122,1.299999952,72
1,27,14,3.599999905,127,1.399999976,75
1,27,15,2.599999905,78,1.399999976,75
1,27,16,2.200000048,16,1.200000048,77
1,27,17,2.299999952,0,0.899999976,78
1,27,18,1.799999952,0,0.600000024,79
1,27,19,2.200000048,0,0.200000003,82
1,27,20,2.599999905,0,0,84
1,27,21,1.100000024,0,-0.100000001,84
1,27,22,1.399999976,0,-0.300000012,85
1,27,23,1.899999976,0,-0.200000003,85
1,28,0,1.5,0,-0.400000006,84
1,28,1,1.5,0,-0.300000012,84
1,28,2,1.700000048,0,-0.300000012,84
1,28,3,1.899999976,0,-0.400000006,84
1,28,4,1,0,-0.300000012,83
1,28,5,1.100000024,0,-0.200000003,82
1,28,6,1.799999952,0,-0.300000012,83
1,28,7,1.600000024,0,-0.100000001,85
1,28,8,2.900000095,6,0.200000003,86
1,28,9,2.099999905,55,0.699999988,84
1,28,10,3,154,2.400000095,77
1,28,11,1.799999952,214,4.300000191,69
1,28,12,3,149,4.900000095,67
1,28,13,1.5,138,5.400000095,70
1,28,14,4.300000191,180,7.099999905,58
1,28,15,3.299999952,65,6.300000191,60
1,28,16,2.200000048,17,4.800000191,66
1,28,17,3.200000048,0,3.299999952,75
1,28,18,2.200000048,0,1.899999976,79
1,28,19,3.400000095,0,1,85
1,28,20,3.700000048,0,0.699999988,85
1,28,21,2.400000095,0,0.600000024,87
1,28,22,3.200000048,0,0.5,87
1,28,23,2.099999905,0,0.200000003,85
1,29,0,2.799999952,0,0.400000006,82
1,29,1,3.900000095,0,0.200000003,81
1,29,2,3.799999952,0,0.200000003,86
1,29,3,1,0,0.800000012,91
1,29,4,2.400000095,0,1.5,96
